"author","authorIsChannelOwner","cid","comment","commentsCount","hasCreatorHeart","pageUrl","publishedTimeText","replyCount","replyToCid","title","type","videoId","voteCount"
"@muhammadtaufiq1260","false","UgzJyFMZPeF9T47F6lR4AaABAg","Bedanya sijuki mobil konsepnya selalu beneran konsep, ga kyk h tegak dan telu berlian yg majang prototipe sbg konsep akhirnya influencer asian value selalu nganggap h tegak dan telu berlian keren sijuki underrated","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","10 days ago","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","1"
"@Anjing_Galak","false","UgyaJ74C7Dfrrdf-j5N4AaABAg","Suzuki biasanya melenceng dari konsepnya. Interior sih yakin ga bakal seperti itu","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","10 days ago","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","0"
"@BriscoRusly","false","UgwS04-TTCcbQu9ejRt4AaABAg","Request dong BYD M6.","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","10 days ago","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","0"
"@namasaya7881","false","Ugznk8aHbWiTQxTVk5l4AaABAg.A66sGMq_JDfA68COgI9HmQ","Pasti di atas 500 juta kalau di suzuki","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","9 days ago","0","Ugznk8aHbWiTQxTVk5l4AaABAg","SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","reply","uXs-5eCfCHI","1"
"@blackclaw409","false","Ugytk0W-PCU69_c4r5F4AaABAg.A66LOo9l82OA68JNo7kS92","Soal build quality malah suzuki diatas toyota. Cuma kalah brand sama resale value doang","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","9 days ago","0","Ugytk0W-PCU69_c4r5F4AaABAg","SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","reply","uXs-5eCfCHI","1"
"@cofeeblack3753","false","Ugytk0W-PCU69_c4r5F4AaABAg.A66LOo9l82OA6AnrdCyez7","Saya pakai XL 7 2019 om, bandel dan tangguh irit lagi","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","8 days ago","0","Ugytk0W-PCU69_c4r5F4AaABAg","SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","reply","uXs-5eCfCHI","0"
"@lutfinoehrahnat5769","false","Ugytk0W-PCU69_c4r5F4AaABAg.A66LOo9l82OA6E1TeYqbWQ","Yg paling oke transmisinya Suzuki tidak latah cvt,","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","6 days ago","0","Ugytk0W-PCU69_c4r5F4AaABAg","SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","reply","uXs-5eCfCHI","1"
"@isabaguss3731","false","Ugytk0W-PCU69_c4r5F4AaABAg.A66LOo9l82OA6LJ3fAc036","Sebagai k waspadaan aja pabrik Suzuki d Thailan tutup krn penjualan yg turun drastis, d Indonesia sendiri sdh mulai ada keluhan krn penjualan mobil baru menurun, tp penjualan mobil listrik naik","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","3 days ago (edited)","0","Ugytk0W-PCU69_c4r5F4AaABAg","SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","reply","uXs-5eCfCHI","0"
"@kaivanautomotive4378","false","Ugytk0W-PCU69_c4r5F4AaABAg.A66LOo9l82OA6NTKDovUQO","Siap - siap buat cari AKI-nya om, saya Hybrid Ertiga aja susah cari AKI-nya om, masa iya perlu indent 2 - 3 bulan, akhirnya diakalin pakai GS calcium wkwkkwkwk 🤣🤣","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","3 days ago","0","Ugytk0W-PCU69_c4r5F4AaABAg","SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","reply","uXs-5eCfCHI","0"
"@alle1205","false","Ugykh8LUz4H9DPG48qJ4AaABAg.A65nxnBZ4VqA662VVcQ4No","Ya namanya juga judul dibikin lebay biar menarik dibuka","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","9 days ago","0","Ugykh8LUz4H9DPG48qJ4AaABAg","SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","reply","uXs-5eCfCHI","0"
"@rofflyedwin2423","false","UgxH77s8yM-M8Kd9xNB4AaABAg","pasti harganya mirip2 hundai sekarang, mimpi klo harga dibawah 300jt","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","10 days ago","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","1"
"@rudikoswara1295","false","UgxAeg9jhyWZ2rNbjQJ4AaABAg","Masih konsep..😂😂😂
Pabrikan jepun, nangis gak besuara...
Dah Di injek2 ama mochin","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","10 days ago (edited)","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","0"
"@FCS2206","false","UgytZCjPuP9bid51_4p4AaABAg","Yang selalu kuperhatikan waktu om rosano ngomong ""untuk detailnya simak sepuwuharik dari..."" Cepet banget ngomongnya 😂","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","10 days ago","1",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","2"
"@lelucon8469","false","UgwthSgltagrSVqPR8R4AaABAg","Kalian inget Suzuki Baleno consep, sangat jauh dari konsep ,jng berharap dia bakal bagus dan sama","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","10 days ago","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","2"
"@ZainalArifin-bm5nc","false","UgyPn2ryzfEPum9RHjZ4AaABAg","Wow","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","10 days ago","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","0"
"@Diky-cy3ju","false","UgwSl4VM_Pvsdwc2hhd4AaABAg","Gilaa produsen otomotif mobil EV toyota,suzuki jepang pun gk mau kalah saing dengan produk cina","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","10 days ago (edited)","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","0"
"@irsancarista7785","false","UgzllzhrFiyDxmHyHiV4AaABAg","Keren dan sporty banget nih mobil 🔥
#SuzukiSelaluDihati ❤","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","10 days ago","1",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","1"
"@buswayman","false","Ugym4EEgzC944ElIhLt4AaABAg","terus harganya digoreng, harga pricelist 500jt, digoreng jadi 800.... 😂😂😂","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","10 days ago","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","0"
"@irmayuniar8229","false","UgxY6vWXHcq162xLcEN4AaABAg","Yang ditunggu tunggu ayolah pemerintah indonesia loloskan saaajaaa dan jangan mahal2","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","10 days ago","1",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","0"
"@rahimharahap6540","false","Ugyru6Ah3e16n_hv7gR4AaABAg","Sementara honda buat sepeda listrik em1 ngaku2 sebagai motor listrik, padahal rangenya cuma 25km dan top speed 40km, dengan pede nya si honda jual 45jt🤣, lawak kali brand satu itu, mobil listrik brand lain nnti bermain di harga 500jt si honda jual 1,5milyar dengan kalimat jualan fun to drive🤣","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","10 days ago","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","1"
"@Syeikhbrekelek","false","UgyUd44-Pn_mvN_Hwjt4AaABAg","Sipppp","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","10 days ago","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","0"
"@adhevioscornovyansar1984","false","UgxTLUYB0xjgn5LglXJ4AaABAg","Suzuki paling yahuud","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","10 days ago","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","2"
"@FrandyTan","false","UgxjxZXrhv5-uDOgqW94AaABAg","Masi concept. Pass diproduksi, mobil cina keluarin model baru harga lebih murah. 😂😂","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","10 days ago","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","0"
"@rohitelislamy3783","false","UgwPOiXbh7e26Yd0Uud4AaABAg","Waaahhh Suzuki Semakin Mantaaapp","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","10 days ago","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","2"
"@user-ku6tx7ox2t","false","UgygK6__ArB3B5alkhF4AaABAg","Prototip😅😅 ora lah india hee..Berat boss sudah jauh tertinggal..bekas nya drop😅😅","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","10 days ago (edited)","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","0"
"@ginger55555","false","UgziPz9Zf4G4ES5GYkR4AaABAg","Kalau harga 250-300 sih laris….
Saran: adas hilangin, manual seat dan manual bagasi….","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","10 days ago","1",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","1"
"@bennhwang8203","false","Ugz-u8yvpJpbAMxgjP94AaABAg","Syukur2 yg d jual ntar tulen Sijuki, bkn Suzubharatha","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","10 days ago","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","0"
"@pijarpij5947","false","Ugy8vlKyToylQBNVIU14AaABAg","Harganya 338jt dong, kan suzuki,,
Biar mantab lawan china punya","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","10 days ago","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","0"
"@kowawawa","false","Ugz3I27ZdfKmpmRbuOx4AaABAg","Bingung orang masih pada beli Toyota & Honda yg harganya udah ga masuk di akal sedangkan ada yg kaya begini di depan mata.","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","10 days ago","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","0"
"@sharpred8316","false","UgxMHo6gGbgjl_upI1l4AaABAg","Jepang bikin ev? Hmmm...","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","10 days ago","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","0"
"@alidefiore_id","false","UgytZCjPuP9bid51_4p4AaABAg.A64oeCXPOCsA6EtM9mT44p","pas closing lbh cepet lagi smpe gatau ngomong paan...","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","6 days ago","0","UgytZCjPuP9bid51_4p4AaABAg","SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","reply","uXs-5eCfCHI","1"
"@taksionlineelektricchannel6842","false","UgzllzhrFiyDxmHyHiV4AaABAg.A64faQ-a0BzA66sj2X4igo","Mirip"" Xforcenya Mitsubishi....😅","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","9 days ago","0","UgzllzhrFiyDxmHyHiV4AaABAg","SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","reply","uXs-5eCfCHI","0"
"@Anjing_Galak","false","UgxY6vWXHcq162xLcEN4AaABAg.A64aTHvyqYJA65CCLuMure","Lah apa hubungannya sma pemerintah ? Mana ada pemerintah melarang EV 😂","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","10 days ago","0","UgxY6vWXHcq162xLcEN4AaABAg","SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","reply","uXs-5eCfCHI","0"
"@AriefAsakura","false","UgziPz9Zf4G4ES5GYkR4AaABAg.A64UzgxiaxUA67ZILFuFxx","wah harga segitu sih malah mobil EV cina yg bakal ketar ketir 😂","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","9 days ago","0","UgziPz9Zf4G4ES5GYkR4AaABAg","SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","reply","uXs-5eCfCHI","0"
"@saunghalilintar","false","UgxPc-CKULoS0i8jEAZ4AaABAg","Ini bagus, nabung dulu ah buat siap2 tahun depan","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","10 days ago","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","2"
"@hanrysetiawan4891","false","Ugz1eTL39rc1xLqy2yx4AaABAg","Suzuki selalu dipandang sebelah mata di Indonesia... Ironis.. .😅","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","10 days ago","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","0"
"@didikkwok","false","UgwSaSdpizMbN72mDyN4AaABAg","Semoga desain, kelengkapan, dan fitur versi produksinya ngga didowngrade dari versi konsepnya seperti yang sudah-sudah","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","10 days ago","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","1"
"@stevefrank4060","false","Ugzt5z8MhroZD9Yemi14AaABAg","Jd cameo di autonetmagz wkwkw","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","10 days ago","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","1"
"@yulusleonard985","false","Ugz1RE0WXIwpvg1S_RV4AaABAg","Abis liat  mobil   baru SAIC dan  Geely, nga minat lagi. Dari orang yang dulu pake Suzuki.","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","10 days ago (edited)","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","0"
"@NRJ01","false","UgzCt1solbgw5OvVvAZ4AaABAg","Di mirip-miripin x force ya bos","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","10 days ago","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","1"
"@ridwank.8821","false","UgyD19wzOeXiT7QwZh14AaABAg","Cirikhas endingnya mesti harus di slow....ngomongnya cepet banget😂","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","10 days ago","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","0"
"@budi848","false","UgxwBTE6jfl5M9Zve9V4AaABAg","Kalau melihat fasilitas SPLKU di Indonesia, better mobil hybrid sih. Bisa diandalkan kapanpun. Klo mobil listrik bakal was-was perjalanan jauh. Bahkan di Negara maju aja sebagian besar ingin balik ke mobil konvensional gegara fasilitas SPLKU yang kurang","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","10 days ago","3",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","0"
"@FathurRahmanMarifatullah","false","Ugwf_0VK56yA9YiuYqV4AaABAg","Ini baru inovasi tiada henti...","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","10 days ago","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","2"
"@haihai1190","false","UgyXQ2EAq1QtRV_kvxR4AaABAg","Suzuki gk perlu fitur-fitur gk guna, yang penting tahan lama,  karena kelemahan mobil China ya elektroniknya banyak masalah, banyak fitur = perawatan mahal, Suzuki cukup pakai fitur-fitur penting aja.","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","10 days ago","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","0"
"@nofrijalrijal3695","false","UgyJ7DZtWIjyPB7Wu4h4AaABAg","Mantap sih, tapi nanti klo VIRAL MALAH HARGANYA DI GORENG","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","10 days ago","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","0"
"@rachmanhakim5842","false","UgxBDRKYZC2ZgxOVSlp4AaABAg","Konsepnya mantep ke arah kejepangan. Nanti pas lounching pasti selera india nehi nehiiii😂","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","10 days ago","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","1"
"@omfaisdaily","false","UgxHiB3oP2VJyXaJW9B4AaABAg","ngiler.....😊","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","10 days ago","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","0"
"@Video-co1eu","false","UgxIr8bzkTuJcCJ_AHB4AaABAg","Semoga yang terakhir rumornya benar, dgn gearbox bisa hemat banget apalagi buat luar kota, rpm bisa rendah buat motor listrik dan tetap berada di torsi maksimal toh selama ini ev bisa boros bgt krn, hambatan angin ya itu normal dan paling penting rpm motor listriknya itu udah tinggi bgt ujung-ujungnya torsi maksimalnya kurang","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","10 days ago (edited)","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","0"
"@bayuprastyo3902","false","UgxEKtv8Sq3vcMuxVwh4AaABAg","Apa iya? 😂😂😂 konsep doang dibanyakin produksinya nggak.","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","10 days ago (edited)","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","0"
"@buatapaaja4443","false","UgwBxVVYJGfjq37ScCt4AaABAg","Kelamaan, baru concept...China udah duluan","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","10 days ago","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","0"
"@mrizki77","false","Ugy2y04PLJOcfaw85Qx4AaABAg","Om reveuw jetour dashing atuh ,,","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","10 days ago","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","0"
"@agussetiyawan314","false","UgwQvsOdQHv23TKKg4Z4AaABAg","Hinaan netizen paling parah di motor Suzuki dahysat bang, sampai akhirnya beli nex 2.
High quality sih banding Honda dan Yamaha.","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","10 days ago","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","0"
"@ferihendrotheblues4931","false","Ugy3-vJ3Na7dLzmPEyB4AaABAg","animasi keren banget","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","10 days ago","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","1"
"@dhaurgiesnaalghiefary9120","false","UgzgiI2oJYN7d6DWK5F4AaABAg","Bedeeh depan galak kyk bulldog","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","10 days ago","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","0"
