"author","authorIsChannelOwner","cid","comment","commentsCount","hasCreatorHeart","pageUrl","publishedTimeText","replyCount","replyToCid","title","type","videoId","voteCount"
"@agungpurnomo466","false","Ugx3cC3UZv1R3WMVR1B4AaABAg.A642XWNu1ahA645xa03ngg","Harga nya bisa 2-3x ignis","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","10 days ago","0","Ugx3cC3UZv1R3WMVR1B4AaABAg","SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","reply","uXs-5eCfCHI","1"
"@haryopanji711","false","Ugx3cC3UZv1R3WMVR1B4AaABAg.A642XWNu1ahA64OLWT3xnq"," @agungpurnomo466  Hahaha wajarlah di tahun 2025, 'kan jadi EV","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","10 days ago","0","Ugx3cC3UZv1R3WMVR1B4AaABAg","SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","reply","uXs-5eCfCHI","0"
"@gentapenarosa7781","false","UgxjmoYx4GS5gxvIVaF4AaABAg.A642SnGWVDeA643T0RqmBM","Giliran buatan indonesia di india mereka org india juga bilang spt ini """" buatan indonesia itu Pak.. jaaauuhh kualitas nya"""".. sblm ngejek negara org lihat dlu negara kita.. apakah sudah baik??
Kamu tau gak india itu udah bisa bikin rudal nuklir.. teknologi mereka maju.. perluas wawasan sebelum mengejek sesuatu itu","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","10 days ago (edited)","0","UgxjmoYx4GS5gxvIVaF4AaABAg","SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","reply","uXs-5eCfCHI","6"
"@agungpurnomo466","false","UgxjmoYx4GS5gxvIVaF4AaABAg.A642SnGWVDeA645SdQeokr","​ @gentapenarosa7781 emang begitu ya Pak, tanggapan orang India terhadap produk Indonesia?","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","10 days ago","0","UgxjmoYx4GS5gxvIVaF4AaABAg","SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","reply","uXs-5eCfCHI","0"
"@agungpurnomo466","false","UgxjmoYx4GS5gxvIVaF4AaABAg.A642SnGWVDeA645hBNxrd6","Produk India ga cocok sama Indonesia, hanya masalah desain,karena masalah selera dan peruntukan nya saja.India lebih ke fungsi, Indonesia mikirin gaya juga.
Tapi kalau masalah kualitas,ga ada masalah dengan produk india","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","10 days ago","0","UgxjmoYx4GS5gxvIVaF4AaABAg","SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","reply","uXs-5eCfCHI","2"
"@thunderedt","false","UgxjmoYx4GS5gxvIVaF4AaABAg.A642SnGWVDeA6467l65jcu","Jer produk belum ada udah dibilang jelek","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","10 days ago","0","UgxjmoYx4GS5gxvIVaF4AaABAg","SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","reply","uXs-5eCfCHI","0"
"@carmudiID","true","UgxjmoYx4GS5gxvIVaF4AaABAg.A642SnGWVDeA6481tsothD"," @thunderedt begitulah, sudah biasa.. itu juga seringnya ikut2an aja, begitu tau india langsung “jelek jelek” padahal belom liat 😅","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","10 days ago","0","UgxjmoYx4GS5gxvIVaF4AaABAg","SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","reply","uXs-5eCfCHI","3"
"@syrazganteng716","false","UgxjmoYx4GS5gxvIVaF4AaABAg.A642SnGWVDeA64Q5KyJNUp","Bisanya ya cuma ngejek sih","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","10 days ago","0","UgxjmoYx4GS5gxvIVaF4AaABAg","SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","reply","uXs-5eCfCHI","0"
"@tartibroucke6110","false","UgxjmoYx4GS5gxvIVaF4AaABAg.A642SnGWVDeA64WsJBubB5","Seolah olah loe yg paling hebat , 😂😂😂modal omdo doank, India dah bisa buat mobil sendiri ,lah elu?😂😂😂","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","10 days ago","0","UgxjmoYx4GS5gxvIVaF4AaABAg","SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","reply","uXs-5eCfCHI","0"
"@UwaisProRealty","false","UgxjmoYx4GS5gxvIVaF4AaABAg.A642SnGWVDeA64afAIWNVT","Opini lu cm berasumsi dg kata-kata ""sepertinya"",,😮😅
Jepang bukan ga bisa bikin EV atau ketinggalan dr China,, jauh sebelum pabrikan China bikin EV mereka sudah punya banyak mobil EV.. 
Pabrikan² otomotir Jepang melihat pasar EV untuk BEV blm begitu besar persentase nya dari keseluruhan penjualan mobil Dunia, di Indonesia pabrikan Jepang seperti Toyota, lebih banyak merilis Produk Hybrid EV.. jadi liat sikon pasar..","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","10 days ago (edited)","0","UgxjmoYx4GS5gxvIVaF4AaABAg","SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","reply","uXs-5eCfCHI","0"
"@Goldrig","false","UgxjmoYx4GS5gxvIVaF4AaABAg.A642SnGWVDeA64g-SDDlbl","Maaf sebelumnya, saya owner 2 ev, korea ioniq 5 dan china brand, owner 2 ice zenyx q dan hrv. Sempat stay beberapa minggu di china karena urusan kerja, mata saya terbuka, betapa sudah sangat jauh tertinggal mobil buatan jepang. Jepang negara keparat yg nipu kita berpuluh2 tahun dengan mobil murahan keparat yg overprice.

In my opinion, japanese brand is the worst overpriced car, bahkan zenyx yg saya pakai ga cocok antara harga dan kualitasnya...","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","10 days ago (edited)","0","UgxjmoYx4GS5gxvIVaF4AaABAg","SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","reply","uXs-5eCfCHI","1"
"@Goldrig","false","UgxjmoYx4GS5gxvIVaF4AaABAg.A642SnGWVDeA64ghH3roXm","Produsen battery terbaik saat ini ada di china, CATL dan BYD pembuat LFP dan sodium ion. Tesla pun harus akui dan beli dr mereka. Ngapain wasting time nunggu jepang? Mereka sudah ga bisa inovasi, old generation semua

FYI, ironinya, car of the year di jepang adalah BYD Dolphin....","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","10 days ago","0","UgxjmoYx4GS5gxvIVaF4AaABAg","SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","reply","uXs-5eCfCHI","0"
"@Goldrig","false","UgxjmoYx4GS5gxvIVaF4AaABAg.A642SnGWVDeA64hZk6MIFM","India hanya pabrikan, dibelakangnya ada Jepang. Sampai detik ini apa mobil jepang ev yg sukses? None, nihil. Bz4x?? No, nissan leaf?? Itu udah usang. 

Beli ev brother, jangan cuma komen, baru akan merasakan betapa tertinggalnya jepang","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","10 days ago","0","UgxjmoYx4GS5gxvIVaF4AaABAg","SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","reply","uXs-5eCfCHI","0"
"@Goldrig","false","UgxjmoYx4GS5gxvIVaF4AaABAg.A642SnGWVDeA64iEpBDXqh","Indikator terbaik adalah US dan Eropa, mereka sampai bikin aturan tariff 100% untuk EV asal china

Pengamat disana melihat semua market di dunia akan didominasi oleh china. Sampai harus bikin aturan semengerikan itu

Apa yg dilakukan pemerintah skrng sdh benar, pabrik battery dan ev diperbanyak, kedepannya untuk alih teknologi, siapa tau ada brand lokal yg bisa mirip vinfast vietnam, jd bisa mandiri.","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","10 days ago","0","UgxjmoYx4GS5gxvIVaF4AaABAg","SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","reply","uXs-5eCfCHI","0"
"@Goldrig","false","UgxjmoYx4GS5gxvIVaF4AaABAg.A642SnGWVDeA64j7C3YP4g","Indikator terbaik tau mana leader ev sesungguhnya adalah import tariff 100% di US dan Eropa untuk EV china, karena mereka ketakutan dilibas habis produknya.

Worth to mention : Volvo, MG, Smart, LEVC, Lotus skrng owned by china company

Kesimpulannya, judul siap bantai mobil china itu terlalu bombastis, emotional dan tanpa data...","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","10 days ago (edited)","0","UgxjmoYx4GS5gxvIVaF4AaABAg","SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","reply","uXs-5eCfCHI","0"
"@Goldrig","false","UgxjmoYx4GS5gxvIVaF4AaABAg.A642SnGWVDeA64jc1gc3K6","Orang2 thailand jg sudah mulai detox dari mobil jepang, sales mobil jepang drop >10% dan china naik > 10% di 2024.

Lets see, siapa yg akan terlibas nanti

Toshiba, hitachi, panasonic?? Kalian sendiri mungkin ga punya lg produk2nya

Hp jepang??? 

Jadi dipastikan trend ini akan diteruskan di mobil jg

Maaf sebelumnya, jika saya muak dengan jepang, agya keparat saja bisa2nya dijual hampir 300juta. Kita diperah eh malah kita muja2 mereka","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","10 days ago (edited)","0","UgxjmoYx4GS5gxvIVaF4AaABAg","SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","reply","uXs-5eCfCHI","2"
"@Goldrig","false","UgxjmoYx4GS5gxvIVaF4AaABAg.A642SnGWVDeA65NTqgiqaF","Inget kawan2, jepang itu nipu ga cuma harga, tapi kualitas.

 Toyota, daihatsu, honda terlibat skandal penipuan crash test terbesar di dunia, barang murahan dipalsukan datanya. 

Di indonesia astra dan atpm jepang menutupi kebobrokan ini, karena memang bobrok jg.","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","10 days ago","0","UgxjmoYx4GS5gxvIVaF4AaABAg","SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","reply","uXs-5eCfCHI","0"
"@Goldrig","false","UgxjmoYx4GS5gxvIVaF4AaABAg.A642SnGWVDeA65NrTXgpc3","Inget kawan2, pabrikan jepang toyota, daihatsu, honda kena skandal pemalsuan crash test yg dilakukan sejak lama dan terungkap di 2023-2024.

Mobil murahan, tidak aman dan mahal

Di indonesia mereka dilindungi mafia macam astra dan atpm2 jepang lainnya. Padahal sama2 bobrok kualitasnya.

Just your info, temen pernah kerja di astra dan akui selama laku dan ga dikomplain gass terus bikin yg murahan, toh orang indonesia nurut2 aja

Astra : kasus honda beat yg patah body, kualitas mobil kaleng2","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","10 days ago (edited)","0","UgxjmoYx4GS5gxvIVaF4AaABAg","SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","reply","uXs-5eCfCHI","0"
"@Goldrig","false","UgxjmoYx4GS5gxvIVaF4AaABAg.A642SnGWVDeA65OjRCDJyi","China leader jg di fully autonom car, dengan LIDAR tonjolan diatas, seperti BYD yangwang U8 di GIIAS.   Jauh lebih advance dibandingkan ADAS biasa. Ada integrated Nvidia GPU untuk offline AI processing 

I'm an engineer, saya tau apa yg sudah saya sampaikan diatas.","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","10 days ago","0","UgxjmoYx4GS5gxvIVaF4AaABAg","SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","reply","uXs-5eCfCHI","0"
"@nikosurfingYT","false","UgxjmoYx4GS5gxvIVaF4AaABAg.A642SnGWVDeA66QzCstZ0e","​ @Goldrig baca tulisan ente ""Jepang negara keparat yg menipu kita dgn mobil murahan..."" Udah keliatan fansboy produk cina. 

Cina boleh aja unggul dgn EV mereka tapi bukan berarti ente bebas merendahkan & menuduh produsen negara lain jadi negara penipu... Kocak 😂","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","9 days ago","0","UgxjmoYx4GS5gxvIVaF4AaABAg","SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","reply","uXs-5eCfCHI","0"
"@arifbudiono3140","false","UgxjmoYx4GS5gxvIVaF4AaABAg.A642SnGWVDeA66ebg0S6Uc","Gw barusan ke GIIAS, harus diakui mobil china skrg jauh lebih baik secara desain, spek & price. Soal reliability nya gak tau, belum teruji disini. Tp harus diakui produk2 china terutama mobil EV udah jauh diatas jepang. Perusahaan jepang gak mau bikin EV karena ekosistem bisnis mobil ICE nya bisa bangkrut. Bayangkan di indonesia anak2 perusahaan astra yg bikin komponen ice kayak blok mesin, radiator, perusahaan pelumas mesin dll bakal tutup pabrik nya karena jumlah komponen di mobil listrik bisa berkurang 40% dari mobil ice. Jd wajar skrg jepang kalah soal mobil EV. Akhirnya barusan gw spk byd seal yg build quality & spec nya keren bgt","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","9 days ago","0","UgxjmoYx4GS5gxvIVaF4AaABAg","SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","reply","uXs-5eCfCHI","0"
"@Goldrig","false","UgxjmoYx4GS5gxvIVaF4AaABAg.A642SnGWVDeA67Ebw2524i","​@arifbudiono3140  congrats brother, nice choice milih BYD Seal.

Di china, taxi BYD 2010an masih ada, di bluebird dr 2016  sudah 800ribu km sampe skrng masih sehat. Very reliable

2500 cycle count untuk LFP ke 90% capacity

2500 × 500km/cycle = 1.250.000 km

1.250.000km / 20.000km(per tahun) = 62.5 tahun 

62.5 tahun itu mobil udah keburu masuk museum.","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","9 days ago (edited)","0","UgxjmoYx4GS5gxvIVaF4AaABAg","SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","reply","uXs-5eCfCHI","0"
"@aditgemstone7069","false","UgxjmoYx4GS5gxvIVaF4AaABAg.A642SnGWVDeA67XSueS_zm","Di india ertiga di rebadge jadi toyota rumion
Inova zenix rebadge suzuki invicto
Trus mau bilang desainnya jelek ???
Gini deh plat bodi T,D,M sama H adu tebel deh sama suzuki di type yang sama ya","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","9 days ago","0","UgxjmoYx4GS5gxvIVaF4AaABAg","SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","reply","uXs-5eCfCHI","0"
"@Goldrig","false","UgxjmoYx4GS5gxvIVaF4AaABAg.A642SnGWVDeA67wXfSidkl"," @aditgemstone7069  be smart, konteksnya bukan bagus or jelek, tapi ""bantai china"". Kira2 make sense ga?

Note: saya pernah punya ertiga jg","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","9 days ago (edited)","0","UgxjmoYx4GS5gxvIVaF4AaABAg","SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","reply","uXs-5eCfCHI","0"
"@Samuel-ft9hq","false","UgxjmoYx4GS5gxvIVaF4AaABAg.A642SnGWVDeA6GW9QME-Et","telah pasti ketinggalan lah jepang kerjasama sama ........... maka harus bensin atawa hybrid (bensin juga)..maka hybrid2 an juga 1-2 kwh agar tetap minum bensin banyak..","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","5 days ago","0","UgxjmoYx4GS5gxvIVaF4AaABAg","SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","reply","uXs-5eCfCHI","0"
"@Samuel-ft9hq","false","UgxjmoYx4GS5gxvIVaF4AaABAg.A642SnGWVDeA6GjED4GIjj","bensin vs ev bak sms vs wa..","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","5 days ago","0","UgxjmoYx4GS5gxvIVaF4AaABAg","SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","reply","uXs-5eCfCHI","0"
"@Goldrig","false","UgxjmoYx4GS5gxvIVaF4AaABAg.A642SnGWVDeA6GlhDd8gm4"," @Samuel-ft9hq  hahaha, analoginya masuk bgt","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","5 days ago","0","UgxjmoYx4GS5gxvIVaF4AaABAg","SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","reply","uXs-5eCfCHI","0"
"@carmudiID","true","UgyVA_WguNB2duuFyv14AaABAg.A641W5ZZLgWA642E_gD3Gk","2025 produksi, konsep ini udah dari tahun lalu tapi baru dibawa skg ke giias aja (bingung kali bawa apa lagi..)","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","10 days ago","0","UgyVA_WguNB2duuFyv14AaABAg","SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","reply","uXs-5eCfCHI","1"
"@user-qu6qz9cb8x","false","UgyVA_WguNB2duuFyv14AaABAg.A641W5ZZLgWA6431htd6Do","​ @carmudiID  klu semua spek dan aslinya seperti tampilan ini baru wah.","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","10 days ago","0","UgyVA_WguNB2duuFyv14AaABAg","SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","reply","uXs-5eCfCHI","0"
"@carmudiID","true","UgxDcJS_LD8jZKL1ICp4AaABAg.A641IKwL8LWA6429eeSmtk","3:16 biasanya sih gituu","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","10 days ago","0","UgxDcJS_LD8jZKL1ICp4AaABAg","SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","reply","uXs-5eCfCHI","0"
"@ekodanusaputro5868","false","UgxDcJS_LD8jZKL1ICp4AaABAg.A641IKwL8LWA647kKnLvXY","Berharap harga nya terjangkau","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","10 days ago","0","UgxDcJS_LD8jZKL1ICp4AaABAg","SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","reply","uXs-5eCfCHI","0"
"@carmudiID","true","UgzcL--BkSxz-_4g77x4AaABAg.A6419lxEtbYA6425P6FosE","Siaap, nggak di giias deh tapi full banget soalnya 😅","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","10 days ago","0","UgzcL--BkSxz-_4g77x4AaABAg","SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","reply","uXs-5eCfCHI","0"
"@kokoemas","false","Ugz5cwoYfeafJ13yXNx4AaABAg","kayak xforce perasaan😅","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","10 days ago","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","4"
"@MuhammadSalmanAlGhazali","false","UgxuFuFIeVKSna6QpQR4AaABAg","Jempol buat suzuki","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","10 days ago","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","6"
"@muhammadismail6099","false","UgwMqA8CHmjtpliXwJ54AaABAg","PERTAMA
Merasa cocok Pakai Suzuki","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","10 days ago (edited)","3",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","27"
"@elcan2494","false","UgxxbYa8XLTZBNpDhdF4AaABAg","Wkwkwk suzuki 😅","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","10 days ago","0",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","1"
"@raufsatriawijaya7985","false","Ugx49mGC1IzOio06Bep4AaABAg","Selalu pertama buat suzuki","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","10 days ago","1",,"SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","comment","uXs-5eCfCHI","3"
"@user-ff1ll6et2p","false","UgwMqA8CHmjtpliXwJ54AaABAg.A64-LWXrYTtA64LLhud9c_","Pasti kemahalan ini bagusan beli Neta v ll lebih lengkap","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","10 days ago","0","UgwMqA8CHmjtpliXwJ54AaABAg","SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","reply","uXs-5eCfCHI","1"
"@ainafaracantika5705","false","UgwMqA8CHmjtpliXwJ54AaABAg.A64-LWXrYTtA64N3vQ25D8","Kedua build quality Suzuki terbaik..🎉","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","10 days ago","0","UgwMqA8CHmjtpliXwJ54AaABAg","SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","reply","uXs-5eCfCHI","4"
"@dhavidcg","false","UgwMqA8CHmjtpliXwJ54AaABAg.A64-LWXrYTtA6BLNUvlm02","Bener sih, suzuki bener2 underdog.. Padahal dari kualitas mobil, pelayanan sama sparepart dan harga semuanya selalu bagus..","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","7 days ago","0","UgwMqA8CHmjtpliXwJ54AaABAg","SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","reply","uXs-5eCfCHI","1"
"@carmudiID","true","Ugx49mGC1IzOio06Bep4AaABAg.A64-HW_JIM9A6423FUVcNa","Mantaps","208","false","https://www.youtube.com/watch?v=uXs-5eCfCHI&t=57s","10 days ago","0","Ugx49mGC1IzOio06Bep4AaABAg","SUZUKI SIAP BANTAI MOBIL CINA, Siapkan Mobil Listrik Terjangkau!","reply","uXs-5eCfCHI","3"
